,AbnormalHeartbeat,BinaryHeartbeat,CatsDogs,DucksAndGeese,FruitFlies,InsectWingbeatSound,Phoneme,RightWhaleCalls,UrbanSound
AbnormalHeartbeat,inf,0.48190441061417527,0.705397415069912,0.8441632888977636,0.7009453942850219,9.045046518517545,11.83594735506267,0.8645225251885217,0.6179521966016595
BinaryHeartbeat,0.48190441061417527,inf,0.6174649372979514,0.7154852845977981,0.6098140865075498,8.649441059725213,12.236281653030954,0.7336581713327258,0.5383905974120022
CatsDogs,0.705397415069912,0.6174649372979514,inf,0.5686539024638582,0.41972801021097544,9.896124622582438,11.590811574929022,0.5741154299215069,0.392401442322297
DucksAndGeese,0.8441632888977636,0.7154852845977981,0.5686539024638582,inf,0.08365931509282426,11.883763015807743,13.433737682673039,0.11416208099952596,0.4669987205681975
FruitFlies,0.7009453942850219,0.6098140865075498,0.41972801021097544,0.08365931509282426,inf,11.333329201597875,13.15943574967717,0.12550248834596392,0.3334025257178216
InsectWingbeatSound,9.045046518517545,8.649441059725213,9.896124622582438,11.883763015807743,11.333329201597875,inf,11.731548561436824,10.488475489441822,8.18522056710926
Phoneme,11.83594735506267,12.236281653030954,11.590811574929022,13.433737682673039,13.15943574967717,11.731548561436824,inf,12.38134924123085,10.901558394759242
RightWhaleCalls,0.8645225251885217,0.7336581713327258,0.5741154299215069,0.11416208099952596,0.12550248834596392,10.488475489441822,12.38134924123085,inf,0.48395156728827626
UrbanSound,0.6179521966016595,0.5383905974120022,0.392401442322297,0.4669987205681975,0.3334025257178216,8.18522056710926,10.901558394759242,0.48395156728827626,inf
